id,tenant_id,institution_id,template_id,parent_section_id,title,description,sequence,created_by,updated_by,deleted_at,deleted_by,is_evidence,is_deleted,created_at,updated_at
485,362,1870,30098,481,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
Nesse campo, você deve apresentar de maneira clara o problema e/ou situação-problema que demanda a elaboração de atividades para o público escolhido, justificando assim, a elaboração da atividade de extensão. Por exemplo, identificar numa escola, conversando com os professores, por exemplo, sobre a ausência da tecnologia como ferramenta de inovação, dificuldades no processo de ensino aprendizagem, a presença do ensino tradicional, falta de motivação, entre outras. Esses problemas podem ser identificados também na sua comunidade entre os adolescentes. Veja que a atividade proposta tem como finalidade apresentar a robótica educacional como uma ferramenta que ajuda  no processo de ensino aprendizagem, aumenta a motivação, favorece o trabalho em equipe e abre uma janela para a empregabilidade.",2,,,,,false,false,2024-05-31T21:03:54.657-03:00,2024-05-31T21:03:54.657-03:00
481,362,1870,30098,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-05-31T21:03:53.926-03:00,2024-05-31T21:03:53.926-03:00
1439,362,1870,30121,1431,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplificamos a seguir: 

Contextualização: Durante a atividade de extensão, tive a oportunidade de aplicar os conhecimentos teóricos adquiridos na disciplina ""Consultoria de Segurança"" diretamente na comunidade local. Minha participação envolveu a organização e condução de workshops sobre avaliação de riscos, conformidade com normas de segurança e práticas seguras. Essa experiência foi enriquecedora, pois me permitiu ver como os conteúdos teóricos podem ser implementados para resolver problemas reais enfrentados pela comunidade.

Metodologia: Utilizamos uma combinação de métodos para realizar nossa atividade de extensão. As principais metodologias incluíram:
Dinâmicas de Grupo: Facilitamos discussões e promovemos a interação entre os participantes durante os workshops.
Entrevistas: Realizamos entrevistas individuais com pequenos empresários para entender suas principais preocupações e desafios em relação à segurança.
Questionários: Aplicamos questionários antes e depois das oficinas para medir o conhecimento prévio dos participantes e avaliar o impacto das sessões educacionais.
Workshops Práticos: Desenvolvemos e ministramos oficinas interativas onde os participantes puderam aprender e aplicar práticas de segurança e conformidade com normas.

Resultados e Discussão: Os resultados da atividade de extensão foram bastante positivos. Conseguimos capacitar 50 membros da comunidade em práticas de segurança e 30 pequenos empresários foram educados sobre conformidade com normas de segurança. A campanha de conscientização sobre metodologias de segurança atingiu mais de 100 pessoas, superando nossas expectativas.

Impactos na Comunidade:
Segurança: A maioria dos participantes relatou sentir-se mais segura e confiante ao implementar as práticas de segurança aprendidas.
Conformidade Legal: Pequenos empresários começaram a aplicar as diretrizes de conformidade em suas operações, reduzindo o risco de penalidades e aumentando a confiança dos clientes.
Combate à Desinformação: Houve um aumento significativo na conscientização sobre os perigos de práticas inseguras e na capacidade dos participantes de identificar riscos e vulnerabilidades.

Facilidades e Dificuldades:
Facilidades: O engajamento dos participantes foi alto e o apoio das associações locais facilitou a organização dos eventos.
Dificuldades: Enfrentamos desafios relacionados à logística, como a disponibilidade de espaços adequados e o acesso a recursos tecnológicos. Também foi um desafio garantir a participação contínua e o comprometimento dos participantes ao longo da atividade.

Descobertas e Aprendizagens:
Aprendizagem Prática: A relação entre teoria e prática ficou evidente, mostrando a importância da aplicação prática dos conhecimentos acadêmicos para resolver problemas reais.
Responsabilidade Social: Esta experiência reforçou em mim o senso de responsabilidade social, demonstrando que o conhecimento adquirido na universidade pode ter um impacto positivo significativo na comunidade.
Engajamento Comunitário: Aprendi que o envolvimento contínuo da comunidade é crucial para o sucesso de qualquer atividade de extensão e que a colaboração e o diálogo aberto são fundamentais para entender e atender às necessidades da comunidade.",1,,,,,false,false,2024-08-14T09:17:40.412-03:00,2024-09-24T10:04:49.798-03:00
482,362,1870,30098,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-05-31T21:03:54.109-03:00,2024-05-31T21:03:54.109-03:00
483,362,1870,30098,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-05-31T21:03:54.291-03:00,2024-05-31T21:03:54.291-03:00
492,362,1870,30098,483,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
Contextualize a evidência: descreva o contexto para cada evidência anexada, como data, local e qualquer informação específica que a identifique. Explique o que estava acontecendo no momento e por que a evidência é relevante para o projeto.  
Você deverá descrever com detalhes a Roda da Conversa com os professores para identificar a situação-problema que eles convivem no dia a dia escolar. 
Descrever com clareza o material utilizado na oficina. 
Anexar a lista de professores presentes na oficina.",2,,,,,true,false,2024-05-31T21:03:55.947-03:00,2024-05-31T21:03:55.947-03:00
1415,362,1870,30119,1407,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional, ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na prática a pesquisa de clima. Tive oportunidade de contribuir positivamente para a empresa que abriu espaço para aplicar a pesquisa e saber mais sobre o engajamento de seus colaboradores.

Realizei uma, duas ou mais conversas com o(s) diretor(es) e/ou gerente(s) e usei a entrevista semiestrutura. A aplicação da pesquisa foi no dia X, com duração de X dias para as respostas, e obtive a participação de ZZ participantes. O tipo de pesquisa foi a PERMA que apresenta cinco eixos de avaliação do engajamento dos colaboradores. 

Na análise dos resultados, ficou claro o quanto os colaboradores se sentem perante a empresa e a liderança. Além disso, ficou claro que a empresa precisa de melhor atenção em alguns dos cinco eixos da pesquisa PERMA. Entendi a importância deste tipo de instrumento para direcionar as ações de gestão de pessoas. Com a apuração dos resultados, percebi que esta experiência despertou em mim a real noção dos benefícios que a pesquisa de clima pode trazer ao negócio, tais como: Identificar as principais queixas; Atuar com maior assertividade as práticas de gestão de pessoas;  Estabelecer uma melhor comunicação junto aos colaboradores;  Cuidar do clima organizacional gera vantagem competitiva; Identificar os fatores que poderão provavelmente impactar de alguma maneira os negócios.",1,,,,,false,false,2024-08-14T09:17:33.237-03:00,2024-09-24T10:05:05.797-03:00
1257,362,1870,30106,1250,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 

Sugestão:
Este projeto possui objetivos sociocomunitários importantes que podem ser compreendidos pelo público impactado. Para melhor envolvimento do público, é essencial promover a interação e a participação ativa da comunidade nas atividades propostas. Para evidenciar esta participação, este projeto [DESCREVER PELO MENOS UMA ESTRATÉGIA].  O desenvolvimento desta etapa aumenta a visibilidade da atividade e fortalece o objetivo geral da atividade de [INSERIR O OBJETIVO GERAL].

Exemplo:
Estimular a participação da comunidade nas redes sociais por meio de postagens relacionadas às informações recebidas nas palestras. Estimular que compartilhem fotos, vídeos e depoimentos produzidos durante a palestra e utilizando hashtags.",2,,,,,false,false,2024-08-14T09:16:45.512-03:00,2024-08-14T09:16:45.676-03:00
748,362,1870,30070,745,Identificação das partes envolvidas e parceiros,"Descrever as partes envolvidas no projeto, quem é o público da comunidade local envolvido na atividade (incluindo: perfil socioeconômico, escolaridade, gênero, faixa etária, dados sociais e quantidade estimada de participantes, dentre outras informações importantes). Nesta etapa, é importante demonstrar quem são as pessoas envolvidas na sua atividade de extensão.  

Exemplo: 

Nesse campo, apresente a forma como os participantes da comunidade foram escolhidos para participarem da oficina a ser ofertada. Descrever o perfil socioeconômico, escolaridade, gênero, faixa etária, quantidade estimada de participantes e outras informações necessárias. Descrever como ocorreram a divulgação e a seleção dos participantes. Descreva os marcos temporais: Datas e horários das conversas. 
Ou ainda, descreva as informações sobre as pessoas, empreendedores, microempresas e empresas de pequeno porte que possam ser impactados com a oficina (nome, endereço, porte da empresa, número de funcionários, nicho de mercado, principais produtos/serviços, dentre outras informações). Por fim, destaque os parceiros que possam participar da oficina ajudando você, por exemplo, um líder de uma associação do seu bairro, um gestor da associação comercial ou diretor de escola. 
Não se esqueça de produzir registros (ex: fotos, capturas de tela, mensagens, formulários, termo de acordo de cooperação etc.) das reuniões, discussões, interações para evidenciar a ocorrência da troca mútua.",1,,,,,false,false,2024-05-31T21:04:46.942-03:00,2024-05-31T21:04:46.942-03:00
252,362,1870,30043,243,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
Contextualize a evidência: descreva o contexto para cada evidência anexada, como data, local e qualquer informação específica que a identifique. Explique o que estava acontecendo no momento e por que a evidência é relevante para o projeto.  
Você deverá descrever com detalhes a Roda da Conversa com os professores para identificar a situação-problema que eles convivem no dia a dia escolar. 
Descrever com clareza o material utilizado na oficina. 
Anexar a lista de professores presentes na oficina.",2,,,,,true,false,2024-05-31T21:03:08.34-03:00,2024-05-31T21:03:08.34-03:00
494,362,1870,30003,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-05-31T21:03:56.486-03:00,2024-05-31T21:03:56.486-03:00
493,362,1870,30003,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-05-31T21:03:56.305-03:00,2024-05-31T21:03:56.305-03:00
495,362,1870,30003,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-05-31T21:03:56.668-03:00,2024-05-31T21:03:56.668-03:00
557,362,1870,30058,553,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
A Vila Esperança enfrenta graves problemas de saneamento básico, incluindo falta de tratamento de esgoto adequado, descarte irregular de resíduos sólidos e contaminação de águas superficiais e subterrâneas. Estas condições resultam em doenças, contaminação do solo e da água, e prejudicam a qualidade de vida dos moradores.",2,,,,,false,false,2024-05-31T21:04:08.998-03:00,2024-05-31T21:04:08.998-03:00
499,362,1870,30003,493,Objetivos a serem alcançados em relação à situação-problema identificada,"Descrever entre um e três objetivos, no máximo, que devem ser alcançados com o desenvolvimento da atividade de extensão.  Os resultados esperados de uma atividade de extensão devem ser claros, específicos, possíveis de serem medidos e com prazo de realização para que a comunidade participe e avalie o alcance dos objetivos.  Lembre-se: os objetivos devem ser definidos com verbos de ação (verbo no infinito), de maneira clara, em forma de tópicos (quando for mais de um), correspondentes aos resultados que a atividade de extensão realizada por você pretende alcançar. 

Exemplo:
O objetivo deste projeto de extensão é identificar os principais aspectos e impactos ambientais adversos significativos gerados em um estabelecimento de uma das seguintes atividades: 
Posto de combustíveis;
Restaurante;
Supermercado; ou
Oficina mecânica.

Você deve indicar entre um e três objetivos, no máximo, que devem ser alcançados ao realizar a atividade. Neste caso, podem ser elencados os seguintes objetivos:
Identificar os aspectos ambientais adversos significativos gerados por um empreendimento (posto de combustíveis, restaurante, supermercado ou oficina mecânica);
Informar ao responsável pelo estabelecimento sobre os aspectos ambientais adversos significativos identificados.",4,,,,,false,false,2024-05-31T21:03:57.405-03:00,2024-05-31T21:03:57.405-03:00
509,362,1870,30013,505,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
A comunidade local enfrenta desafios socioeconômicos, incluindo desigualdade de oportunidades para membros da etnia negra e muitas empresas contratadas pela prefeitura carecem de práticas sólidas de ESG, incluindo diversidade étnica em suas equipes e responsabilidade socioambiental.",2,,,,,false,false,2024-05-31T21:03:59.409-03:00,2024-05-31T21:03:59.409-03:00
500,362,1870,30003,494,Plano de trabalho com cronograma das atividades,"Descrever o plano de trabalho (o que fazer; quando fazer; como fazer; para quem fazer, onde fazer), incluindo informações sobre cada uma das ações a serem executadas para alcançar os objetivos da atividade de extensão.  
O que fazer: indique a ação que precisa ser realizada; 
Quando fazer: quando será realizada a ação, prazo de realização; 
Como fazer: como você realizará esta ação, incluindo os recursos mínimos necessários;   
Para quem fazer: quem irá participar desta ação;  
Onde fazer: local em que realizará a ação.  

Exemplo:
Nesse campo, você deve apresentar o Plano de Trabalho, subdividido nas ações abaixo relacionadas:
Ação 1: Escolher o estabelecimento onde o trabalho será realizado. 
Ação 2: Contatar o responsável pelo estabelecimento e obter autorização para a realização do trabalho. Agendar uma ou mais datas para visitar o estabelecimento.
Ação 3: Preparar uma lista de verificação dos itens que serão observados na visita. 
Ação 4: Realizar a visita e identificar os aspectos ambientais adversos significativos gerados na rotina das atividades do empreendimento.
Ação 5: Apresentar o relatório ao responsável pelo estabelecimento.
Ação 6: Visitar novamente o estabelecimento, a fim de verificar as mudanças eventualmente efetuadas após o trabalho.",1,,,,,false,false,2024-05-31T21:03:57.584-03:00,2024-05-31T21:03:57.584-03:00
501,362,1870,30003,494,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 

Exemplos:
Reunião com o responsável pelo estabelecimento para obter autorização de visita e agendamento da data da visita.
Realização da visita propriamente dita.
Reunião com o responsável pelo estabelecimento para entregar o relatório contendo os aspectos ambientais adversos significativos do empreendimento.
Visita final para acompanhamento dos resultados alcançados.",2,,,,,false,false,2024-05-31T21:03:57.764-03:00,2024-05-31T21:03:57.764-03:00
906,362,1870,30057,901,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade e esclarecer de que maneira isto impacta a vida social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Exemplo: 
Nesse campo, você deve demonstrar como a aplicação dos conhecimentos aprendidos no ensino superior ajuda na solução de demandas reais da comunidade. Um exemplo seria a oportunidade de desenvolver competências essenciais para a prática profissional, tais como a identificação de problemas, planejamento, execução de projetos, comunicação e responsabilidade social. O aluno ainda tem a oportunidade de realizar a conexão da teoria com a prática e de sistematizar o conhecimento, além do desenvolvimento de uma relação de comprometimento com a sociedade, sempre respeitando os valores da população-alvo, e com impacto positivo na formação do estudante e na comunidade.",3,,,,,false,false,2024-05-31T21:05:18.249-03:00,2024-05-31T21:05:18.249-03:00
1190,362,1870,30101,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-08-14T09:16:25.367-03:00,2024-08-14T09:16:25.367-03:00
1189,362,1870,30101,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-08-14T09:16:25.205-03:00,2024-08-14T09:16:25.205-03:00
1191,362,1870,30101,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-08-14T09:16:25.528-03:00,2024-08-14T09:16:25.528-03:00
1148,362,1870,30053,1142,Plano de trabalho com cronograma das atividades,"Descrever o plano de trabalho (o que fazer; quando fazer; como fazer; para quem fazer, onde fazer), incluindo informações sobre cada uma das ações a serem executadas para alcançar os objetivos da atividade de extensão.  
O que fazer: indique a ação que precisa ser realizada; 
Quando fazer: quando será realizada a ação, prazo de realização; 
Como fazer: como você realizará esta ação, incluindo os recursos mínimos necessários;   
Para quem fazer: quem irá participar desta ação;  
Onde fazer: local em que realizará a ação.  

Exemplo:
Objetivo: Fornecer uma visualização de dados socioeconômicos regionais até o final do semestre, treinar os funcionários da ONG no uso da ferramenta, e possibilitar leitura efetiva do perfil socioeconômico da localidade. Prazo: até a data X
Ação 1: Obtenção da(s) base(s) de dados relativas a região junto á parte envolvida (Data limite para realização da Ação 1)
Ação 2: Realizar o tratamento de dados em Python nos dados obtidos. (Data limite para realização da Ação 2);
Ação 3: Criar visualização de dados eficientes para a interpretação dos dados auxiliando na tomada de decisão das partes envolvidas (Data limite para realização da Ação 3);
Ação 4: Realizar reunião de apresentação e treinamento para os colaboradores da ONG na manipulação das visões de dados. (Data limite para realização da Ação 4);
Ação 5: Realizar pesquisa de satisfação com os colaboradores para mensurar o atingimento do objetivo da atividade extensionista. (Data limite para realização da Ação 5);
Outras ações que considere pertinente.",1,,,,,false,false,2024-05-31T21:06:06.529-03:00,2024-05-31T21:06:06.529-03:00
751,362,1870,30070,745,Objetivos a serem alcançados em relação à situação-problema identificada,"Descrever entre um e três objetivos, no máximo, que devem ser alcançados com o desenvolvimento da atividade de extensão.  Os resultados esperados de uma atividade de extensão devem ser claros, específicos, possíveis de serem medidos e com prazo de realização para que a comunidade participe e avalie o alcance dos objetivos.  Lembre-se: os objetivos devem ser definidos com verbos de ação (verbo no infinitivo), de maneira clara, em forma de tópicos (quando for mais de um), correspondentes aos resultados que a atividade de extensão realizada por você pretende alcançar. 

Exemplo:
Você deve indicar entre um e três objetivos, no máximo, que devem ser alcançados ao desenvolver a oficina na temática de GOVERNANÇA CORPORATIVA, RISCO E COMPLIANCE. Por exemplo:
Capacitar 20 jovem do ensino médio sobre os mecanismos de governança e compliance existentes na gestão público dos governos municipais.
Demostrar onde podem ser consultadas as contas públicas.
Apresentar as principais ferramentas de governança e compliance da gestão pública brasileira.",4,,,,,false,false,2024-05-31T21:04:47.491-03:00,2024-05-31T21:04:47.491-03:00
506,362,1870,30013,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-05-31T21:03:58.868-03:00,2024-05-31T21:03:58.868-03:00
916,362,1870,30064,913,Identificação das partes envolvidas e parceiros,"Buscar um local para realizar sua pesquisa e depois descrever esse local colocando o nome, sua identificação (academia, Vila Olímpica, Escola...), endereço, bairro e cidade.
Descrever as partes envolvidas no projeto, quem é o público da comunidade local envolvido na atividade (incluindo: perfil socioeconômico, escolaridade, gênero, faixa etária, dados sociais e quantidade estimada de participantes, dentre outras informações importantes). Nesta etapa, é importante demonstrar quem são as pessoas envolvidas na sua atividade de extensão: Lembre-se: você escolhe qual público deseja escolher para realizar esta atividade.  

Exemplo: 
Local: lideranças comunitárias, associações de moradores, associações comerciais, sobretudo do entorno da universidade, das empresas, OSCIPS, associações profissionais em geral, comunidade escolar, seja em escolas ou fora dela (ambiente formal e não formal), pode ser academias;
Público:  multigeracional, será composto por crianças, jovens, adultos e idosos que se adequem às características das necessidades especiais das propostas de atividades motoras adaptadas ofertadas, respeitando sempre a quantidade de vagas disponíveis.",1,,,,,false,false,2024-05-31T21:05:20.249-03:00,2024-05-31T21:05:20.249-03:00
507,362,1870,30013,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-05-31T21:03:59.05-03:00,2024-05-31T21:03:59.05-03:00
505,362,1870,30013,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-05-31T21:03:58.689-03:00,2024-05-31T21:03:58.689-03:00
579,362,1870,30091,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-05-31T21:04:13.408-03:00,2024-05-31T21:04:13.408-03:00
1149,362,1870,30053,1142,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 

Exemplo:
Reunião de levantamento de requisitos junto aos colaboradores da ONG;
Reunião intermediária de demonstração das visões de dados para obter sugestões dos colaboradores;
Reunião de treinamento para ensinar os colaboradores a manipular e interpretar as visões;
Reunião de avaliação para obter a opinião dos colaboradores da ONG sobre o atingimento do objetivo.",2,,,,,false,false,2024-05-31T21:06:06.709-03:00,2024-05-31T21:06:06.709-03:00
1520,362,1870,30128,1514,Plano de trabalho com cronograma das atividades,"Descrever o plano de trabalho (o que fazer; quando fazer; como fazer; para quem fazer, onde fazer), incluindo informações sobre cada uma das ações a serem executadas para alcançar os objetivos da atividade de extensão.  
O que fazer: indique a ação que precisa ser realizada; 
Quando fazer: quando será realizada a ação, prazo de realização; 
Como fazer: como você realizará esta ação, incluindo os recursos mínimos necessários;   
Para quem fazer: quem irá participar desta ação;  
Onde fazer: local em que realizará a ação.  

Exemplo:
Nesse campo, você deve apresentar o Plano de Trabalho: 

Objetivo: Propor a realização de um documentário ou minidocumentários que tenham o propósito de resgatar a história da comunidade local, desde o seu surgimento, até os dias de hoje, por meio de depoimentos de pessoas que estiveram presentes, bem como do levantamento de documentos que contem essa história coletiva de conquistas. 

Ação 1: Organização da produção do documentário ou minidocumentários ou roda de conversa

O que fazer: definir temática a ser abordada, por meio de contato com a comunidade local, observando a forma de coleta de dados, organização de cronograma e mapeamento de recursos necessários à produção.
Quando fazer: Segunda semana da atividade;
Como fazer: Estudar o conteúdo da disciplina, mapear grupos na comunidade que deverão ser consultados, organizar encontros e formas de coleta das demandas;
Para quem fazer: comunidade envolvida e empresários locais;
Onde fazer: Em local de fácil acesso para a comunidade, como clubes, associações, por meio de conversas, escuta, entrevista ou outras formas de sejam consideradas adequadas.

Ação 2: Identificar pessoas, organizações ou fatos históricos que devam ser retratados, por meio de entrevistas; realizar pesquisas e levantamentos de documentos; 

O que fazer: Pesquisas em bancos de dados e junto a moradores e organizações sociais;
Quando fazer: Segunda ou terceira semana da atividade. 
Como fazer: Por meio de encontros presenciais ou remotos, e-mail, telefone etc, com apresentação da atividade, seu objetivo, forma de coleta e captura de depoimentos, bem como finalidade da produção e recursos a serem utilizados;
Para quem fazer: Moradores locais, associações comerciais e de moradores, clubes de serviço etc.
Onde fazer: Centros comunitários, associações de moradores, igrejas, clubes e demais entidade locais.",1,,,,,false,false,2024-08-14T09:18:04.623-03:00,2024-08-14T09:18:04.786-03:00
517,362,1870,30014,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-05-31T21:04:01.078-03:00,2024-05-31T21:04:01.078-03:00
514,362,1870,30013,506,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disto, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. 

Exemplo:
Aplicação de questionários antes e depois dos workshops para medir o nível de conhecimento e mudanças de atitude em relação às questões ESG.
Realização de entrevistas qualitativas para entender melhor o impacto das atividades na percepção e práticas das empresas participantes.",3,,,,,false,false,2024-05-31T21:04:00.346-03:00,2024-05-31T21:04:00.346-03:00
520,362,1870,30014,517,Identificação das partes envolvidas e parceiros,"Descrever as partes envolvidas no projeto, quem é o público da comunidade local envolvido na atividade (incluindo: perfil socioeconômico, escolaridade, gênero, faixa etária, dados sociais e quantidade estimada de participantes, dentre outras informações importantes). Nesta etapa, é importante demonstrar quem são as pessoas envolvidas na sua atividade de extensão.  

O objetivo deste projeto de extensão é identificar os riscos ocupacionais existentes em um dos seguintes tipos de estabelecimento: 
Posto de combustíveis;
Restaurante; ou
Lojas comerciais de varejo.

Por conceito, o risco ocupacional é aquele capaz de causar lesão ou agravo à saúde, sendo subdividido em cinco categorias:
Riscos físicos;
Riscos químicos;
Riscos biológicos;
Riscos ergonômicos; e
Riscos de acidentes.

Assim, neste campo, escreva as informações sobre as pessoas, empreendedores, microempresas e empresas de pequeno porte que possam ser impactados com o projeto de extensão (nome, endereço, porte da empresa, número de funcionários, nicho de mercado, principais produtos/serviços, dentre outras informações). Escreva também sobre os parceiros que possam participar da atividade ajudando você, como um líder de uma associação do seu bairro, por exemplo.",1,,,,,false,false,2024-05-31T21:04:01.622-03:00,2024-05-31T21:04:01.622-03:00
